"","dist","Age","stock","Prop","mean","Catch","ps","CatchP","c.RR","c.magma"
"1",321,"0.1","Alagnak",0,NA,2772643,0.0001999428593,0,0,NA
"9",321,"0.2","Alagnak",0,NA,2772643,0.0001999428593,0,0,NA
"21",321,"0.3","Alagnak",0,2.21945134509834e-308,2772643,0.0001999428593,0,0,1.23039761779796e-305
"22",321,"0.4","Alagnak",0,NA,2772643,0.0001999428593,0,0,NA
"28",321,"0.5","Alagnak",0,NA,2772643,0.0001999428593,0,0,NA
"35",321,"1.1","Alagnak",1.08392121800997e-05,0.00497031994200265,2772643,0.0001999428593,0.00184218354078001,0.00600893589068987,2.75539710741566
"46",321,"1.2","Alagnak",0.476956006593088,0.377175944620955,2772643,0.0001999428593,0.00114877360273849,264.410182094153,209.09509225207
"57",321,"1.3","Alagnak",0.512015606522973,0.533120877680217,2772643,0.0001999428593,4.70170807557379e-06,283.846178440704,295.546311183962
"68",321,"1.4","Alagnak",0.00601613710625465,0.00883348656359253,2772643,0.0001999428593,5.40638509436315e-07,3.33516694575419,4.89702144122154
"84",321,"1.5","Alagnak",1.45890436937347e-05,0.00435610200443458,2772643,0.0001999428593,0,0.00808773062151816,2.41489300541696
"91",321,"2.1","Alagnak",1.11385495928715e-07,0.00349164779086856,2772643,0.0001999428593,4.89563664704525e-05,6.17487962286746e-05,1.93566537674374
"104",321,"2.2","Alagnak",8.08417501195992e-07,0.0141197375431342,2772643,0.0001999428593,5.73541925592659e-05,0.000448162546953088,7.82756129138529
"116",321,"2.3","Alagnak",0.00498211458729912,0.0449078557030142,2772643,0.0001999428593,3.07979254726485e-06,2.76193570692477,24.8955755662015
"127",321,"2.4","Alagnak",3.72112896831765e-06,0.00437183890075292,2772643,0.0001999428593,0,0.00206288289592316,2.42361707129224
"134",321,"3.1","Alagnak",0,NA,2772643,0.0001999428593,0,0,NA
"145",321,"3.2","Alagnak",0,2.21945134509834e-308,2772643,0.0001999428593,0,0,1.23039761779796e-305
"156",321,"3.3","Alagnak",6.60025462055609e-08,0.00465218925102861,2772643,0.0001999428593,0,3.65898427101243e-05,2.57903494242054
"162",321,"3.4","Alagnak",0,NA,2772643,0.0001999428593,0.99689441015832,0,NA
"5",321,"0.1","Egegik",0,NA,2772643,0.03341337021,0,0,NA
"7",321,"0.2","Egegik",0,NA,2772643,0.03341337021,0,0,NA
"18",321,"0.3","Egegik",0,2.22396117935746e-308,2772643,0.03341337021,0,0,2.06035207296365e-303
"23",321,"0.4","Egegik",0,NA,2772643,0.03341337021,0,0,NA
"27",321,"0.5","Egegik",0,NA,2772643,0.03341337021,0,0,NA
"41",321,"1.1","Egegik",0.000567721940184168,0.0021562937001463,2772643,0.03341337021,0.00184218354078001,52.5956607148756,199.766265537893
"47",321,"1.2","Egegik",0.303903752300154,0.254976088738957,2772643,0.03341337021,0.00114877360273849,28154.6607847696,23621.8382706326
"54",321,"1.3","Egegik",0.389584304750196,0.432175632988657,2772643,0.03341337021,4.70170807557379e-06,36092.3939381925,40038.1971401955
"72",321,"1.4","Egegik",0.000731534438901505,0.0021230238487132,2772643,0.03341337021,5.40638509436315e-07,67.7717988796223,196.6840351463
"83",321,"1.5","Egegik",2.35196215588393e-08,0.000800858619388588,2772643,0.03341337021,0,0.00217893646183498,74.1942229893064
"88",321,"2.1","Egegik",0.000141982147778821,0.000628515602110539,2772643,0.03341337021,4.89563664704525e-05,13.1537013871997,58.2277890332861
"105",321,"2.2","Egegik",0.06709989998682,0.0830539657720907,2772643,0.03341337021,5.73541925592659e-05,6216.35931943023,7694.39737234166
"115",321,"2.3","Egegik",0.233399401005447,0.221459241354127,2772643,0.03341337021,3.07979254726485e-06,21622.9017014128,20516.7253473714
"129",321,"2.4","Egegik",3.48081165575526e-07,0.000431567082650603,2772643,0.03341337021,0,0.0322474042132488,39.9818190000485
"133",321,"3.1","Egegik",3.12323226890534e-06,NA,2772643,0.03341337021,0,0.289346690909652,NA
"136",321,"3.2","Egegik",0.000543329906181955,4.52970598685524e-292,2772643,0.03341337021,0,50.3359010443052,4.1964712363502e-287
"151",321,"3.3","Egegik",0.00402457869128113,0.00219481229315912,2772643,0.03341337021,0,372.850440302295,203.33475691707
"158",321,"3.4","Egegik",0,NA,2772643,0.03341337021,0.99689441015832,0,NA
"20",321,"0.3","Igushik",NA,2.22001495130929e-308,2772643,NA,0,NA,NA
"38",321,"1.1","Igushik",NA,0.0395818624074926,2772643,NA,0.00184218354078001,NA,NA
"45",321,"1.2","Igushik",NA,0.385520746891689,2772643,NA,0.00114877360273849,NA,NA
"61",321,"1.3","Igushik",NA,0.284848363143913,2772643,NA,4.70170807557379e-06,NA,NA
"74",321,"1.4","Igushik",NA,0.0390719981135324,2772643,NA,5.40638509436315e-07,NA,NA
"85",321,"1.5","Igushik",NA,0.0438445715308189,2772643,NA,0,NA,NA
"95",321,"2.1","Igushik",NA,0.0299221763700137,2772643,NA,4.89563664704525e-05,NA,NA
"98",321,"2.2","Igushik",NA,0.0472066820911059,2772643,NA,5.73541925592659e-05,NA,NA
"110",321,"2.3","Igushik",NA,0.051895078489882,2772643,NA,3.07979254726485e-06,NA,NA
"123",321,"2.4","Igushik",NA,0.0469063058559569,2772643,NA,0,NA,NA
"139",321,"3.2","Igushik",NA,2.22001495130929e-308,2772643,NA,0,NA,NA
"147",321,"3.3","Igushik",NA,0.0312022151055958,2772643,NA,0,NA,NA
"17",321,"0.3","Kuskokwim",NA,7.40949147727828e-22,2772643,NA,0,NA,NA
"34",321,"1.1","Kuskokwim",NA,0.0669075579809269,2772643,NA,0.00184218354078001,NA,NA
"50",321,"1.2","Kuskokwim",NA,0.142348416802454,2772643,NA,0.00114877360273849,NA,NA
"55",321,"1.3","Kuskokwim",NA,0.147622329876307,2772643,NA,4.70170807557379e-06,NA,NA
"75",321,"1.4","Kuskokwim",NA,0.113373324700066,2772643,NA,5.40638509436315e-07,NA,NA
"82",321,"1.5","Kuskokwim",NA,0.114542648375501,2772643,NA,0,NA,NA
"97",321,"2.1","Kuskokwim",NA,0.0730481596975687,2772643,NA,4.89563664704525e-05,NA,NA
"108",321,"2.2","Kuskokwim",NA,0.0804762748580954,2772643,NA,5.73541925592659e-05,NA,NA
"112",321,"2.3","Kuskokwim",NA,0.0798894641329093,2772643,NA,3.07979254726485e-06,NA,NA
"130",321,"2.4","Kuskokwim",NA,0.110305387010509,2772643,NA,0,NA,NA
"137",321,"3.2","Kuskokwim",NA,2.21333220989708e-308,2772643,NA,0,NA,NA
"150",321,"3.3","Kuskokwim",NA,0.0714864365656631,2772643,NA,0,NA,NA
"2",321,"0.1","Kvichak",0,NA,2772643,0.001532527244,0,0,NA
"6",321,"0.2","Kvichak",0,NA,2772643,0.001532527244,0,0,NA
"19",321,"0.3","Kvichak",0,2.21840471146594e-308,2772643,0.001532527244,0,0,9.42633645478997e-305
"24",321,"0.4","Kvichak",0,NA,2772643,0.001532527244,0,0,NA
"29",321,"0.5","Kvichak",0,NA,2772643,0.001532527244,0,0,NA
"33",321,"1.1","Kvichak",6.43252413394749e-06,0.0232726218919817,2772643,0.001532527244,0.00184218354078001,0.0273327659406553,98.888883081196
"43",321,"1.2","Kvichak",0.535711477500944,0.404163836950396,2772643,0.001532527244,0.00114877360273849,2276.31892572009,1717.35314582693
"58",321,"1.3","Kvichak",0.441483159152363,0.295061212463519,2772643,0.001532527244,4.70170807557379e-06,1875.92857866938,1253.75962693546
"70",321,"1.4","Kvichak",8.46226040766892e-07,0.0371720813035987,2772643,0.001532527244,5.40638509436315e-07,0.00359574217267254,157.949784041427
"78",321,"1.5","Kvichak",1.2656833335496e-06,0.0482111138078044,2772643,0.001532527244,0,0.00537807952065461,204.856299332428
"93",321,"2.1","Kvichak",8.30792885539629e-06,0.0279041669582503,2772643,0.001532527244,4.89563664704525e-05,0.0353016436670266,118.569017131813
"102",321,"2.2","Kvichak",0.00263390682448073,0.0445370170275063,2772643,0.001532527244,5.73541925592659e-05,11.1918676469616,189.244507561726
"114",321,"2.3","Kvichak",0.020144855292563,0.0554191398051281,2772643,0.001532527244,3.07979254726485e-06,85.5985307096074,235.484289741241
"120",321,"2.4","Kvichak",1.31636714784641e-07,0.0462433042563648,2772643,0.001532527244,0,0.000559344269758285,196.494779536267
"131",321,"3.1","Kvichak",0,NA,2772643,0.001532527244,0,0,NA
"140",321,"3.2","Kvichak",0,5.07760098149647e-95,2772643,0.001532527244,0,0,2.15754929600421e-91
"152",321,"3.3","Kvichak",9.61723057103769e-06,0.0180155055354508,2772643,0.001532527244,0,0.0408650642767466,76.5506021974105
"159",321,"3.4","Kvichak",0,NA,2772643,0.001532527244,0.99689441015832,0,NA
"3",321,"0.1","Naknek",0,NA,2772643,0.02484578143,0,0,NA
"8",321,"0.2","Naknek",0,NA,2772643,0.02484578143,0,0,NA
"13",321,"0.3","Naknek",0,4.66075423847664e-191,2772643,0.02484578143,0,0,3.21072284283908e-186
"25",321,"0.4","Naknek",0,NA,2772643,0.02484578143,0,0,NA
"31",321,"0.5","Naknek",0,NA,2772643,0.02484578143,0,0,NA
"32",321,"1.1","Naknek",8.23947540835828e-05,0.000414350373975732,2772643,0.02484578143,0.00184218354078001,5.67604953040249,28.5439682633346
"44",321,"1.2","Naknek",0.403481624909634,0.214657607911091,2772643,0.02484578143,0.00114877360273849,27795.2366393515,14787.4367504647
"64",321,"1.3","Naknek",0.506092420054291,0.691450539499084,2772643,0.02484578143,4.70170807557379e-06,34863.9385497212,47632.9780174964
"73",321,"1.4","Naknek",0.00364260644110646,0.0047210985125797,2772643,0.02484578143,5.40638509436315e-07,250.933628110713,325.229309721931
"76",321,"1.5","Naknek",6.35232698393425e-06,0.000908240821923145,2772643,0.02484578143,0,0.437602162845793,62.5673314776774
"94",321,"2.1","Naknek",4.08495648250852e-06,0.000319186219218627,2772643,0.02484578143,4.89563664704525e-05,0.281406450958472,21.9882541049761
"101",321,"2.2","Naknek",0.02817544588492,0.021890633391674,2772643,0.02484578143,5.73541925592659e-05,1940.96369559826,1508.01250352638
"113",321,"2.3","Naknek",0.0585009205062229,0.0637495057365704,2772643,0.02484578143,3.07979254726485e-06,4030.03960701937,4391.60667598314
"124",321,"2.4","Naknek",4.72995390406941e-06,0.00171247731088035,2772643,0.02484578143,0,0.325839344198831,117.969962339921
"135",321,"3.1","Naknek",0,NA,2772643,0.02484578143,0,0,NA
"138",321,"3.2","Naknek",0,6.34492998487419e-78,2772643,0.02484578143,0,0,4.37092594809475e-73
"149",321,"3.3","Naknek",9.42021237169383e-06,0.000176360223002769,2772643,0.02484578143,0,0.648944130040171,12.1491880410381
"160",321,"3.4","Naknek",0,NA,2772643,0.02484578143,0.99689441015832,0,NA
"12",321,"0.3","North Peninsula",NA,7.44716468072069e-175,2772643,NA,0,NA,NA
"36",321,"1.1","North Peninsula",NA,0.0833335621001525,2772643,NA,0.00184218354078001,NA,NA
"48",321,"1.2","North Peninsula",NA,0.128349308502022,2772643,NA,0.00114877360273849,NA,NA
"63",321,"1.3","North Peninsula",NA,0.111696840850284,2772643,NA,4.70170807557379e-06,NA,NA
"66",321,"1.4","North Peninsula",NA,0.0980453275919125,2772643,NA,5.40638509436315e-07,NA,NA
"86",321,"1.5","North Peninsula",NA,0.131711075378292,2772643,NA,0,NA,NA
"89",321,"2.1","North Peninsula",NA,0.0752590159361809,2772643,NA,4.89563664704525e-05,NA,NA
"107",321,"2.2","North Peninsula",NA,0.0996357130367607,2772643,NA,5.73541925592659e-05,NA,NA
"111",321,"2.3","North Peninsula",NA,0.0848630479922551,2772643,NA,3.07979254726485e-06,NA,NA
"126",321,"2.4","North Peninsula",NA,0.112138033650569,2772643,NA,0,NA,NA
"144",321,"3.2","North Peninsula",NA,6.08946083069649e-144,2772643,NA,0,NA,NA
"153",321,"3.3","North Peninsula",NA,0.0749680749615716,2772643,NA,0,NA,NA
"11",321,"0.3","Nushagak",NA,4.20876438352294e-230,2772643,NA,0,NA,NA
"39",321,"1.1","Nushagak",NA,0.000677268495118664,2772643,NA,0.00184218354078001,NA,NA
"49",321,"1.2","Nushagak",NA,0.593296430094683,2772643,NA,0.00114877360273849,NA,NA
"56",321,"1.3","Nushagak",NA,0.350991119385212,2772643,NA,4.70170807557379e-06,NA,NA
"71",321,"1.4","Nushagak",NA,0.0422998702783659,2772643,NA,5.40638509436315e-07,NA,NA
"80",321,"1.5","Nushagak",NA,0.000740205259636949,2772643,NA,0,NA,NA
"90",321,"2.1","Nushagak",NA,0.00071595068337116,2772643,NA,4.89563664704525e-05,NA,NA
"99",321,"2.2","Nushagak",NA,0.00535450205960812,2772643,NA,5.73541925592659e-05,NA,NA
"109",321,"2.3","Nushagak",NA,0.00453597517050663,2772643,NA,3.07979254726485e-06,NA,NA
"121",321,"2.4","Nushagak",NA,0.00069846770558791,2772643,NA,0,NA,NA
"146",321,"3.2","Nushagak",NA,2.99650692105415e-119,2772643,NA,0,NA,NA
"154",321,"3.3","Nushagak",NA,0.000690210867909981,2772643,NA,0,NA,NA
"15",321,"0.3","Togiak",NA,1.83764203016106e-35,2772643,NA,0,NA,NA
"37",321,"1.1","Togiak",NA,0.0409981735442951,2772643,NA,0.00184218354078001,NA,NA
"52",321,"1.2","Togiak",NA,0.263474567270767,2772643,NA,0.00114877360273849,NA,NA
"59",321,"1.3","Togiak",NA,0.37033866155073,2772643,NA,4.70170807557379e-06,NA,NA
"69",321,"1.4","Togiak",NA,0.0498772866232787,2772643,NA,5.40638509436315e-07,NA,NA
"79",321,"1.5","Togiak",NA,0.0561454334185332,2772643,NA,0,NA,NA
"92",321,"2.1","Togiak",NA,0.0377993907570967,2772643,NA,4.89563664704525e-05,NA,NA
"106",321,"2.2","Togiak",NA,0.0458023345568238,2772643,NA,5.73541925592659e-05,NA,NA
"118",321,"2.3","Togiak",NA,0.0449860507067382,2772643,NA,3.07979254726485e-06,NA,NA
"125",321,"2.4","Togiak",NA,0.0541939859444853,2772643,NA,0,NA,NA
"143",321,"3.2","Togiak",NA,9.70498894206869e-188,2772643,NA,0,NA,NA
"148",321,"3.3","Togiak",NA,0.0363841156272513,2772643,NA,0,NA,NA
"4",321,"0.1","Ugashik",0,NA,2772643,0.9400083783,0,0,NA
"10",321,"0.2","Ugashik",0,NA,2772643,0.9400083783,0,0,NA
"14",321,"0.3","Ugashik",0,2.2250738585072e-308,2772643,0.9400083783,0,0,5.79922701931987e-302
"26",321,"0.4","Ugashik",0,NA,2772643,0.9400083783,0,0,NA
"30",321,"0.5","Ugashik",0,NA,2772643,0.9400083783,0,0,NA
"40",321,"1.1","Ugashik",4.96434616737297e-05,0.000211060392539688,2772643,0.9400083783,0.00184218354078001,129.386133934454,550.088315695547
"51",321,"1.2","Ugashik",0.49610078287779,0.535505201945617,2772643,0.9400083783,0.00114877360273849,1292991.26560266,1395691.30446432
"60",321,"1.3","Ugashik",0.473930591064903,0.415237180764755,2772643,0.9400083783,4.70170807557379e-06,1235208.92507799,1082235.84080608
"65",321,"1.4","Ugashik",0.0017636208938093,0.000184899815966396,2772643,0.9400083783,5.40638509436315e-07,4596.53862729646,481.905804843252
"81",321,"1.5","Ugashik",6.58774700556366e-05,0.000241409458056972,2772643,0.9400083783,0,171.696954170947,629.187317324653
"87",321,"2.1","Ugashik",8.72725023883298e-11,4.62495376952361e-05,2772643,0.9400083783,4.89563664704525e-05,0.000227458990612388,120.540523905669
"103",321,"2.2","Ugashik",0.00938358984092967,0.0190255017341242,2772643,0.9400083783,5.73541925592659e-05,24456.5219872043,49586.3107153992
"117",321,"2.3","Ugashik",0.0174653219388754,0.0292334061699538,2772643,0.9400083783,3.07979254726485e-06,45520.0021796123,76191.2501373264
"128",321,"2.4","Ugashik",0.00124049508719449,0.000204425505071044,2772643,0.9400083783,0,3233.11183558564,532.795757728899
"132",321,"3.1","Ugashik",0,NA,2772643,0.9400083783,0,0,NA
"142",321,"3.2","Ugashik",0,2.88814799300758e-133,2772643,0.9400083783,0,0,7.52740220860845e-127
"155",321,"3.3","Ugashik",7.72774962493243e-08,0.000110664676220577,2772643,0.9400083783,0,0.201408929650153,288.426192222319
"161",321,"3.4","Ugashik",0,NA,2772643,0.9400083783,0.99689441015832,0,NA
"16",321,"0.3","Wood",NA,2.7286201223188e-130,2772643,NA,0,NA,NA
"42",321,"1.1","Wood",NA,0.000314423935127414,2772643,NA,0.00184218354078001,NA,NA
"53",321,"1.2","Wood",NA,0.725848461225242,2772643,NA,0.00114877360273849,NA,NA
"62",321,"1.3","Wood",NA,0.26286015674706,2772643,NA,4.70170807557379e-06,NA,NA
"67",321,"1.4","Wood",NA,0.0024810431680103,2772643,NA,5.40638509436315e-07,NA,NA
"77",321,"1.5","Wood",NA,0.000272358073242376,2772643,NA,0,NA,NA
"96",321,"2.1","Wood",NA,0.000181441755668332,2772643,NA,4.89563664704525e-05,NA,NA
"100",321,"2.2","Wood",NA,0.0049705537760943,2772643,NA,5.73541925592659e-05,NA,NA
"119",321,"2.3","Wood",NA,0.00275808988632939,2772643,NA,3.07979254726485e-06,NA,NA
"122",321,"2.4","Wood",NA,0.000210811068684047,2772643,NA,0,NA,NA
"141",321,"3.2","Wood",NA,8.11711562286331e-99,2772643,NA,0,NA,NA
"157",321,"3.3","Wood",NA,0.000102660364541718,2772643,NA,0,NA,NA
"166",322,"0.1","Alagnak",0,NA,5151129,0.01023817737,0,0,NA
"169",322,"0.2","Alagnak",0,NA,5151129,0.01023817737,0,0,NA
"176",322,"0.3","Alagnak",0,2.2250738585072e-308,5151129,0.01023817737,0,0,1.17346328658678e-303
"188",322,"0.4","Alagnak",0,NA,5151129,0.01023817737,0,0,NA
"190",322,"0.5","Alagnak",0,NA,5151129,0.01023817737,3.71754798834234e-06,0,NA
"204",322,"1.1","Alagnak",1.09505876123339e-05,0.000411499513211121,5151129,0.01023817737,0.000833568730812997,0.577513976917916,21.7017322528586
"207",322,"1.2","Alagnak",0.477848350841465,0.364589657357345,5151129,0.01023817737,0.001454557895021,25200.8486875441,19227.7921895649
"221",322,"1.3","Alagnak",0.511165681530437,0.589054644059997,5151129,0.01023817737,3.52819195115365e-06,26957.9438159193,31065.6653465696
"237",322,"1.4","Alagnak",0.00598188552558513,0.00220739126696088,5151129,0.01023817737,0,315.473709872643,116.413781097977
"238",322,"1.5","Alagnak",1.45987379697106e-05,0.000195443821053227,5151129,0.01023817737,1.1539037153957e-06,0.76991075925224,10.3073499209625
"253",322,"2.1","Alagnak",1.12530007821137e-07,8.31870558123314e-05,5151129,0.01023817737,0.000205062879297026,0.00593462694789015,4.38713328736456
"267",322,"2.2","Alagnak",8.09929981958042e-07,0.00654990346002197,5151129,0.01023817737,0.000588300619309975,0.0427142269862131,345.429937601267
"272",322,"2.3","Alagnak",0.00497384448043548,0.0353742190959983,5151129,0.01023817737,0,262.311467489854,1865.5716637056
"289",322,"2.4","Alagnak",3.6999435217488e-06,0.000403930514430701,5151129,0.01023817737,0,0.195128259163932,21.3025570906012
"295",322,"3.1","Alagnak",0,NA,5151129,0.01023817737,0,0,NA
"298",322,"3.2","Alagnak",0,2.2250738585072e-308,5151129,0.01023817737,6.085269351034e-06,0,1.17346328658678e-303
"318",322,"3.3","Alagnak",6.58929846861945e-08,0.0011301238551698,5151129,0.01023817737,0,0.00347507558354715,59.6006666595508
"323",322,"3.4","Alagnak",0,NA,5151129,0.01023817737,0.996904024962553,0,NA
"163",322,"0.1","Egegik",0,NA,5151129,0.6938202374,0,0,NA
"172",322,"0.2","Egegik",0,NA,5151129,0.6938202374,0,0,NA
"183",322,"0.3","Egegik",0,2.2250738585072e-308,5151129,0.6938202374,0,0,7.95231950625823e-302
"185",322,"0.4","Egegik",0,NA,5151129,0.6938202374,0,0,NA
"193",322,"0.5","Egegik",0,NA,5151129,0.6938202374,3.71754798834234e-06,0,NA
"198",322,"1.1","Egegik",0.000956468946586375,0.00198696967887215,5151129,0.6938202374,0.000833568730812997,3418.37940883996,7101.34527679881
"205",322,"1.2","Egegik",0.334627932792398,0.233355784332433,5151129,0.6938202374,0.001454557895021,1195946.02539134,834003.666237844
"226",322,"1.3","Egegik",0.36603513249801,0.441645557268859,5151129,0.6938202374,3.52819195115365e-06,1308194.0237672,1578422.47190738
"231",322,"1.4","Egegik",0.000581415970734981,0.000534133566176808,5151129,0.6938202374,0,2077.95599577437,1908.97068922683
"241",322,"1.5","Egegik",2.44988211911765e-08,1.89150921011754e-05,5151129,0.6938202374,1.1539037153957e-06,0.0875577468559318,67.6017361418124
"254",322,"2.1","Egegik",0.00023920427539034,2.17013905245896e-05,5151129,0.6938202374,0.000205062879297026,854.905924984964,77.5598484166287
"264",322,"2.2","Egegik",0.0738835919161512,0.0796319195788994,5151129,0.6938202374,0.000588300619309975,264056.820829047,284601.09985424
"271",322,"2.3","Egegik",0.219291125604249,0.2410073775241,5151129,0.6938202374,0,783737.173049148,861350.13546151
"284",322,"2.4","Egegik",2.76651293532685e-07,2.47261416572186e-05,5151129,0.6938202374,0,0.988739978037192,88.3701805508256
"296",322,"3.1","Egegik",5.26186230860601e-06,NA,5151129,0.6938202374,0,18.805672502056,NA
"303",322,"3.2","Egegik",0.000598259685520198,1.56323161486708e-285,5151129,0.6938202374,6.085269351034e-06,2138.15471732791,5.58692342556536e-279
"311",322,"3.3","Egegik",0.00378130529853639,0.00177291542637755,5151129,0.6938202374,0,13514.2246041408,6336.32446591555
"321",322,"3.4","Egegik",0,NA,5151129,0.6938202374,0.996904024962553,0,NA
"174",322,"0.3","Igushik",NA,2.22395840804697e-308,5151129,NA,0,NA,NA
"202",322,"1.1","Igushik",NA,0.0391854530789919,5151129,NA,0.000833568730812997,NA,NA
"212",322,"1.2","Igushik",NA,0.442641270121852,5151129,NA,0.001454557895021,NA,NA
"219",322,"1.3","Igushik",NA,0.286911429424763,5151129,NA,3.52819195115365e-06,NA,NA
"227",322,"1.4","Igushik",NA,0.0268757388550124,5151129,NA,0,NA,NA
"242",322,"1.5","Igushik",NA,0.0174885866051825,5151129,NA,1.1539037153957e-06,NA,NA
